index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,flores200-sun_Latn-ind_Latn,20.40817761328734,20.520850214050512,51.30819628099804,51.152623544304795,25.64224140878391,48.88903674296209,48.83220015228421,20.418756380754044,20.53924273441477,51.33037715305897,51.11119361082398,25.63248009649723,48.82486617906193,48.84508832206293,0
1,flores200-sun_Latn-ind_Latn,21.28617816439209,21.42955205907321,52.73789246017305,52.70606944026228,26.653214823224623,50.39725646059126,50.40853379491432,21.277987896191707,21.441539932936816,52.74999717841967,52.63966463017926,26.544441241704575,50.33323724833425,50.35854367335484,1
2,flores200-sun_Latn-ind_Latn,19.57912713226915,19.731986992561417,50.72259909413512,50.19222794577476,24.464429063848698,47.81922953801016,47.79103051465006,19.644749721748365,19.807243819884803,50.76722540640136,50.17338624861802,24.45719947734814,47.8144551961732,47.821717204094035,2
3,flores200-sun_Latn-ind_Latn,19.780820741957125,19.904120131868087,50.704032301083224,50.42102130300042,25.293913393675954,48.19261989951013,48.15021244563521,19.788688597707765,19.92435763329564,50.72422073526697,50.37583502902776,25.152947501037875,48.101479554998136,48.09027465191716,3
4,flores200-sun_Latn-ind_Latn,18.57490475170966,18.73047856140902,49.74144920674485,49.36463737766187,24.050240039105525,46.96343622467547,46.9119347992914,18.62934780401177,18.80290842843196,49.78618917818571,49.314434094616665,23.94116216576298,46.91011979673906,46.91207642385864,4
5,flores200-jav_Latn-ind_Latn,16.789995818834573,17.00296722103988,46.4808437965351,45.09032589709826,21.193089069790375,42.649746824391755,42.594419925610694,16.948997859638038,17.18284294995571,46.530902281103295,44.98975812422588,20.954665479239196,42.46856738961925,42.50571474861784,0
6,flores200-jav_Latn-ind_Latn,18.18890114663002,18.40835026023416,47.597238624821344,46.65167549490798,22.753424032746324,44.60945247412032,44.6180481552334,18.27710920791004,18.526549740600643,47.622727089261595,46.53736419495533,22.58961451908264,44.497934033542265,44.46267350901084,1
7,flores200-jav_Latn-ind_Latn,15.689484647278205,15.901653882829542,44.398108623316794,42.2176799323125,19.540487380123857,40.089758656969074,40.11932235804301,15.837360658809171,16.079327250002393,44.45289373272357,42.0902177997848,19.47265114668055,40.027117012162115,40.00956944096696,2
8,flores200-jav_Latn-ind_Latn,17.816521104475004,17.988347357472183,47.22572284814441,45.87228574725494,21.876469794161498,43.468185724362684,43.50248804687556,17.972759053095693,18.16044265084355,47.276940022809185,45.8121579237734,21.74961703859843,43.38614791522133,43.35828724573783,3
9,flores200-jav_Latn-ind_Latn,14.33954813721571,14.55158796664713,42.47464343522277,39.65390381665949,17.836964610697947,37.49543976684559,37.455553658668364,14.52564520473655,14.767912163997352,42.53687375600496,39.52674871537252,17.73759907823829,37.31042968566721,37.38584676112673,4
10,flores200-bug_Latn-ind_Latn,4.536912170071066,4.718909875341733,28.813289537920895,19.208975717204915,5.827850748300824,17.214375974164657,17.23735885542088,4.548958007920789,4.735910914631865,28.824494848192046,19.14096234971202,5.757025979566899,17.164900972012386,17.189639468909395,0
11,flores200-bug_Latn-ind_Latn,3.8111193027642467,3.9994209222406414,27.329141782935817,17.515615251791417,5.130885460426199,15.713912162684341,15.730908295635329,3.839935503703032,4.029256119946341,27.348404012395626,17.50236252901738,5.081345977851644,15.661966670242855,15.702650583538016,1
12,flores200-bug_Latn-ind_Latn,3.826607615318495,3.989524375308816,27.302761959161398,16.686297123472038,4.661279252464655,15.04648627877598,15.054038954622023,3.8552063023882392,4.022155194553909,27.32574482263535,16.715323836613287,4.612976919115368,15.007418880833443,15.03879062844748,2
13,flores200-bug_Latn-ind_Latn,4.26151342550799,4.4726670107728514,29.04569909711982,19.375667093917706,5.5537874400616705,17.13449645454307,17.144885701562078,4.277654659865356,4.493740492196494,29.062887003651433,19.3426960373897,5.486913227010735,17.085691409497986,17.074965331829677,3
14,flores200-bug_Latn-ind_Latn,3.5456728036851515,3.7324347862452085,26.776608469846096,16.66374078686873,4.587606425667971,14.894291230486848,14.896154314498917,3.588729732425329,3.778502442389667,26.7919509078198,16.64498794208197,4.576987259583806,14.880367014585582,14.883850976178731,4
15,flores200-ace_Latn-ind_Latn,5.429844375487867,5.553549247593445,31.05333237458483,21.341231544873207,6.567625373890448,19.686885769952884,19.656109555892183,5.4389056809307395,5.559892538193682,31.06170165589753,21.31621111041222,6.524293916085173,19.613934489231927,19.586608658124618,0
16,flores200-ace_Latn-ind_Latn,5.298019698405121,5.376729489220438,32.007856482989645,22.005192896233496,6.754821377872719,20.486377640616354,20.47604756566131,5.306809080675771,5.3815158191004295,32.02382279442307,21.957807011399417,6.686743461623782,20.44092413730278,20.488816586517466,1
17,flores200-ace_Latn-ind_Latn,4.391668618264557,4.449004405301681,29.351593989467368,19.113656071268707,5.2740607751205655,17.44948564783214,17.38894844830471,4.439909108264,4.477694051721739,29.36455406257562,19.047337402092836,5.266421576663991,17.370857310461474,17.40893974465394,2
18,flores200-ace_Latn-ind_Latn,5.183125007905542,5.307073857244414,30.745662486671172,21.173669979455983,6.597661749010325,19.517522315180493,19.57042155831,5.245704330404526,5.340613940307697,30.76293065428256,21.11106595124473,6.5231470304389,19.46398701021122,19.47600483968653,3
19,flores200-ace_Latn-ind_Latn,4.755371829888861,4.910586694797428,29.71585532115808,19.855545876867197,5.8205601258134845,18.169328610038665,18.161417777889298,4.8064562431085704,4.960349099420916,29.731877531734302,19.827624180038473,5.788739362240978,18.12188922845283,18.12712690828605,4
20,flores200-bjn_Latn-ind_Latn,13.568723107184002,13.79358207709298,43.287548216501705,39.73957897732628,17.57194360149617,37.5123583331255,37.47808771742186,13.586662081051019,13.817834728600983,43.29621625798484,39.68456628398383,17.494955776184465,37.46710297328223,37.37257993008163,0
21,flores200-bjn_Latn-ind_Latn,13.109666777656207,13.363734284001799,41.62354073728809,37.91502135999767,17.023319250030628,35.8897612162539,35.89336229358159,13.13580322602402,13.393832338263469,41.63410531189068,37.79226982076656,16.923716314106162,35.88837325984545,35.80042428491872,1
22,flores200-bjn_Latn-ind_Latn,10.428424937318551,10.643233465227885,36.71153503829707,30.639367093967216,13.130674070212866,28.59309542855122,28.554329968420877,10.477941535745543,10.72158166809085,36.74146443359515,30.626801974120355,13.044205768392892,28.558564261812347,28.52905129856427,2
