index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,flores200-sun_Latn-ind_Latn,1.4721169275768287,1.5241333180645862,30.23406362056873,15.148384723024924,3.2797688987649956,11.825527043387346,13.02835664741348,1.4811112956062304,1.5279724684694949,30.25028733268515,15.101984236604935,3.2545202475477737,11.787456434251975,13.013630122736497,0
1,flores200-sun_Latn-ind_Latn,1.4817939133900375,1.5212707597297173,29.8397813841126,14.547160790488793,3.1185153870710782,11.411755860046716,12.641031868349902,1.4832279843150644,1.5237428667784934,29.878011605728457,14.567219361060157,3.103211324479335,11.43417946042756,12.658059603588113,1
2,flores200-sun_Latn-ind_Latn,1.4860818761835821,1.5246714198411595,30.271766979361786,14.948937190444461,3.3964059728529756,11.673062010502063,12.853475565804374,1.488462471453452,1.528395806537644,30.295148940755222,14.932837694673056,3.3704833709617623,11.6797825354578,12.837746898978185,2
3,flores200-sun_Latn-ind_Latn,1.5104837243654756,1.5348495979425258,30.142747422721587,14.9108501098342,3.3712481297648034,11.668526573867972,12.969436782252158,1.5211708794802625,1.5388921485717644,30.172655993076454,14.889641363771828,3.328352403717384,11.634928778658155,12.931570312419657,3
4,flores200-sun_Latn-ind_Latn,1.220454765347686,1.256008591770054,29.073162365128795,13.8199106843019,2.8156198967944324,10.658021020242431,11.78402531288161,1.2343513249715221,1.2697811531129217,29.096650801356887,13.775258967815962,2.797532790630302,10.628994109451364,11.748829468576037,4
5,flores200-jav_Latn-ind_Latn,1.4937967026682364,1.5319287945639506,30.068960744122176,14.754363666905085,3.163134629138214,11.549024465744997,12.68144386612613,1.5105669357307032,1.5410148824595067,30.082958011374828,14.723741552072061,3.115621906696108,11.497106410047522,12.651237746681343,0
6,flores200-jav_Latn-ind_Latn,1.4322775920478168,1.4644476399854038,29.96902618320491,14.712679798493106,2.9724076638195953,11.379842189323707,12.784155590056736,1.4370725945992977,1.4693156020777114,29.98111870664118,14.658257451079454,2.935847715334383,11.323915061820687,12.723448166659985,1
7,flores200-jav_Latn-ind_Latn,1.3852114025845705,1.4325753026916284,29.855883057818122,14.6509072662707,3.0396355620674376,11.15865790716312,12.531189085595457,1.4097693642596365,1.4501394571522366,29.87654323321065,14.603330734613268,2.9998038771255704,11.138635294916808,12.509014614066682,2
8,flores200-jav_Latn-ind_Latn,1.490383955218999,1.5204224010566445,29.986952554384644,14.767234797578045,3.227107912928019,11.514372642094518,12.740642851063539,1.5141398183832921,1.5473121193534654,30.014803694780017,14.707180497599353,3.1926416301224996,11.47021854538347,12.691637741041214,3
9,flores200-jav_Latn-ind_Latn,1.1089139873383043,1.151833294049154,28.639502387709605,13.280905721816646,2.5551251235703822,10.216262780669902,11.313035388058513,1.1341650261387104,1.17132354557091,28.65888893091099,13.246930094579168,2.5232173537169373,10.172156670827121,11.28153323458202,4
10,flores200-bug_Latn-ind_Latn,0.9117301593915477,0.9749245852448606,27.36124453725161,11.762031359375202,1.9610738745223961,8.871180256263452,9.895489219384851,0.9242256928732469,0.9855398846063614,27.382186064769176,11.751982212760968,1.9430056407261673,8.840768457077122,9.88088855519314,0
11,flores200-bug_Latn-ind_Latn,0.8579918967143475,0.9047723321825386,27.40883717593638,11.561548926633874,1.8641575944977888,8.704332900186444,9.784015041808852,0.867568340714105,0.9130990529696188,27.44026236447943,11.569300744226563,1.8606244430310976,8.71956236694363,9.793934808262831,1
12,flores200-bug_Latn-ind_Latn,0.960230288507786,0.9877323360458689,27.600324294327848,11.550132974391868,2.0370649349488663,8.920907811588,9.92276243344435,0.9674009655281156,0.9949583151284219,27.62160901396283,11.556554494009145,2.037606235306181,8.925036958964833,9.925350536040686,2
13,flores200-bug_Latn-ind_Latn,0.93990870650308,0.9794793393628758,27.406095930614207,11.916556622835154,1.9574931332739167,9.059040040281479,10.052614660888091,0.9537641529849943,0.9929188920147917,27.435738079979078,11.899360040101605,1.9421062201434172,9.07018079323134,10.039889066861509,3
14,flores200-bug_Latn-ind_Latn,0.731302704342138,0.7716036364644145,26.39025862077683,10.634913401383868,1.6743180607290034,8.079731235786506,8.952964205115219,0.7371889230292994,0.7775995671104761,26.411034243221348,10.590254769643742,1.6581870620890504,8.054389715390483,8.953193763467937,4
15,flores200-ace_Latn-ind_Latn,1.0828276841542608,1.1180034496443405,27.893044002163254,12.190106865582258,2.189654050583893,9.451081721104307,10.318881094071752,1.0989086291032304,1.12723447414252,27.91052591914967,12.133643832938517,2.1671894982018247,9.412753810529598,10.285750371907785,0
16,flores200-ace_Latn-ind_Latn,1.183392369083595,1.2257852912214415,27.946499904961847,12.008152058465562,2.2718625606031955,9.343307039588597,10.367222367804413,1.207836354166465,1.247204709959483,27.978379893064425,12.03704768528932,2.267770162815277,9.351020666454307,10.411988226370289,1
17,flores200-ace_Latn-ind_Latn,1.0958199845261123,1.141697107638721,28.02894090770681,12.483814672690016,2.300838769335752,9.636933953311274,10.639167728150223,1.1029672292948702,1.1469173288592465,28.04618900020548,12.45938909962278,2.2825234569115818,9.60139289047759,10.642601513165218,2
18,flores200-ace_Latn-ind_Latn,1.0441655942591133,1.0852781566155878,27.640445830921745,11.65776024692991,2.0921417366702366,9.10610584851351,9.924202331300174,1.0605958219360307,1.1016276997324732,27.66602137985928,11.634570972694712,2.065420920628492,9.091080346677789,9.907359954463669,3
19,flores200-ace_Latn-ind_Latn,0.92322388369606,0.9768011514728434,27.001705422297622,10.916186850968627,1.845329587313734,8.447912264791778,9.279011797274773,0.9359608268427164,0.9861535083046007,27.019071739927625,10.94355795371964,1.855097954914246,8.453202869041705,9.304144478670025,4
20,flores200-bjn_Latn-ind_Latn,2.2345414182294228,2.2928271536061042,32.0191212806112,17.08308700531717,4.790206180622748,13.8298991281616,15.11603534782867,2.2617709599516305,2.313350100680139,32.045361624048766,17.036032261313043,4.742698476016645,13.795373010471199,15.062005874362649,0
21,flores200-bjn_Latn-ind_Latn,1.9688191903416152,2.015891048046624,31.321353437888256,16.23566912579979,4.188620365754867,12.873807583083025,14.20825662265804,1.9871906027005992,2.0283022993382174,31.3316193504012,16.206206454852527,4.175626668203851,12.85882447373502,14.17663318705838,1
22,flores200-bjn_Latn-ind_Latn,2.214178650325114,2.2606259103969966,31.93279117584322,16.824388239724282,4.527733818244547,13.7427115652944,14.977184140898325,2.2307384810321564,2.2725421593671955,31.949522173091133,16.834160965383667,4.50953205281042,13.705610463396129,14.950240882212313,2
23,flores200-bjn_Latn-ind_Latn,1.9964401552070934,2.036888152548535,31.484503691151183,16.593988545657066,4.374701588660434,13.461291119259716,14.638002722181797,2.012950192860491,2.04953628407459,31.503478203539164,16.550394136496976,4.339532769008632,13.409979779923997,14.582630015710823,3
24,flores200-bjn_Latn-ind_Latn,1.9179292436001902,1.9617869631243772,30.884351605077594,15.677367831825537,4.177810848656971,12.639983089384128,13.740697961636062,1.930348664998192,1.9706876069839236,30.896572925222525,15.647197831054527,4.150248539060581,12.604764952317637,13.697688448410734,4
25,flores200-ban_Latn-ind_Latn,1.6250312690117044,1.6572642319036368,30.504151405188583,15.154800937482666,3.44171490003185,11.788159302586859,12.969507532822377,1.6279776820653833,1.6632367123657077,30.51493765682189,15.103844699423796,3.4148742729816743,11.74283023187798,12.933477054530961,0
26,flores200-ban_Latn-ind_Latn,1.5333012567314928,1.5459751341595749,30.05062468539208,14.522838218065676,3.1352608995298166,11.322433902892199,12.616601586985677,1.5354847515151753,1.556595831707955,30.059793562080177,14.470094434617314,3.097416565895448,11.291459819577897,12.575707625345261,1
27,flores200-ban_Latn-ind_Latn,1.5029008310974494,1.53741834415254,30.14751657354795,14.67282654578648,3.2500583012332998,11.47142242804337,12.576529771677256,1.5067800454870073,1.5453009154734276,30.159643664861864,14.668988048988718,3.228875750734808,11.448822331940903,12.541316561014956,2
28,flores200-ban_Latn-ind_Latn,1.490076274971879,1.5211302141007403,30.09265451586905,14.613015932129295,3.226785785241383,11.39736470711602,12.534600359811805,1.4958182227661831,1.5250840486006985,30.10664342410298,14.576455980218677,3.197210055869469,11.373517498644281,12.528053868599622,3
