,dataset_name,subset_name,prompt_id,template_name,dataset_key,input,output
0,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Pada awalnya bangsa Israel hanya terdiri dari satu kelompok keluarga di antara banyak kelompok keluarga yang hidup di tanah Kan’an pada abad 18 SM ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Pada awalnya bangsa Yahudi hanya terdiri dari satu kelompok keluarga di antara banyak kelompok keluarga yang hidup di tanah Kan’an pada abad 18 SM .""? Iya atau Tidak?",Tidak
1,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Salah satu tekniknya adalah periplus , deskripsi pada pelabuhan dan daratan sepanjang garis pantai yang bisa dilihat pelaut di lepas pantai ; contoh pertamanya adalah Hanno sang Navigator dari Carthaginia dan satu lagi dari Laut Erythraea , keduanya selamat di laut menggunakan teknik periplus dengan mengenali garis pantai laut Merah dan Teluk Persi ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Bangsa Romawi memberi sumbangan pada pemetaan karena mereka banyak menjelajahi negeri dan menambahkan teknik baru .""? Iya atau Tidak?",Tidak
2,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Etnolinguistik antropologi adalah ilmu yang mempelajari pelukisan tentang ciri dan tata bahasa dan beratus-ratus bahasa suku-suku bangsa yang ada di dunia / bumi ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Etnolinguistik antropologi adalah ilmu yang mempelajari suku-suku bangsa yang ada di dunia / bumi .""? Iya atau Tidak?",Tidak
3,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Sekarang , tidak ada yang tahu pasti kapan sejarah dimulai ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Sejarah dimulai pada awal penciptaan manusia .""? Iya atau Tidak?",Tidak
4,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Soekarno tidak memilih bahasanya sendiri , Jawa ( yang sebenarnya juga bahasa mayoritas pada saat itu ) namun memilih Bahasa Indonesia yang dia dasarkan dari Bahasa Melayu yang dituturkan di Riau ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Dengan memilih Bahasa Melayu , para pejuang kemerdekaan bersatu lagi seperti pada masa Islam berkembang di Indonesia namun kali ini dengan tujuan persatuan dan kebangsaan .""? Iya atau Tidak?",Tidak
5,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Kanak-kanak biasanya sembuh lebih cepat berbanding orang dewasa ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Anak-anak biasanya sembuh lebih cepat dibandingkan orang dewasa .""? Iya atau Tidak?",Iya
6,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Banyak orang yang menangap yahudi adalah semua musuh agama termasuk umat Christian ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Tetapi orang yahudi terlibat banyak dosa dan kebodohan .""? Iya atau Tidak?",Tidak
7,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Sitosol sel eukariota mengandung jaringan protein serat yang disebut sitoskeleton yang mempertahankan bentuk sel dan mengendalikan pergerakan struktur di dalam sel ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Jaringan protein serat sitoskeleton mempertahankan bentuk sel dan mengendalikan pergerakan struktur di dalam sel eukariota .""? Iya atau Tidak?",Iya
8,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Diperkirakan sebanyak 4.000 orang tewas dalam peristiwa tersebut , meskipun Belanda telah memerintahkan mereka untuk menyerah ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Diperkirakan sebanyak 1 orang tewas dalam peristiwa tersebut , meskipun Belanda telah memerintahkan mereka untuk menyerah .""? Iya atau Tidak?",Tidak
9,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Provinsi Aceh , Daerah Istimewa Yogyakarta , Provinsi Papua Barat , dan Provinsi Papua memiliki hak istimewa legislatur yang lebih besar dan tingkat otonomi yang lebih tinggi dibandingkan provinsi lainnya ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Provinsi Aceh , Daerah Istimewa Yogyakarta , Papua Barat , dan Papua memiliki hak istimewa legislatur yang lebih besar dan tingkat otonomi yang lebih tinggi dibandingkan provinsi lainnya .""? Iya atau Tidak?",Iya
10,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Setelah perang Pasifik berakhir pada tahun 1945 , di bawah tekanan organisasi pemuda , Soekarno-Hatta memproklamasikan kemerdekaan Indonesia pada tanggal 17 Agustus 1945 yang pada saat itu sedang bulan Ramadhan ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Setelah kemerdekaan , tiga pendiri bangsa yakni Soekarno , Mohammad Hatta , dan Sutan Sjahrir masing-masing menjabat sebagai presiden , wakil presiden , dan perdana menteri .""? Iya atau Tidak?",Tidak
11,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Indonesia termasuk anggota dari Bahasa Melayu-Polinesia Timur sub kelompok dari bahasa Melayu-Polinesia yang pada gilirannya merupakan cabang dari bahasa Austronesia ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Indonesia termasuk anggota dari Bahasa Melayu-Polinesia Barat sub kelompok dari bahasa Melayu-Polinesia yang pada gilirannya merupakan cabang dari bahasa Austronesia .""? Iya atau Tidak?",Tidak
12,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Orang-orang Yahudi yang gila kekuasaan dan berdiaspora telah lama bercita-cita untuk kembali ke Zion dan Tanah Israel ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Orang-orang Yahudi yang berdiaspora telah bercita-cita untuk kembali ke Zion dan Tanah Israel .""? Iya atau Tidak?",Iya
13,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Dalam novel-novel tersebut , dikisahkan mengenai persinggungan pemuda perantau Minang dengan adat budaya Barat ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Dalam novel-novel tersebut , dikisahkan mengenai persinggungan pemuda perantau Minang dengan budaya Barat .""? Iya atau Tidak?",Iya
14,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Piranti lunak atau perangkat lunak adalah program komputer yang berfungsi sebagai sarana interaksi antara pengguna dan perangkat keras ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Perangkat lunak atau piranti lunak adalah program komputer yang berfungsi sebagai sarana interaksi antara pengguna dan perangkat keras .""? Iya atau Tidak?",Iya
15,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Di dataran tinggi Golan , garis pertahanan Israel yang hanya berjumlah 180 tank harus berhadapan dengan 1400 tank Suriah ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Sedangkan di terusan Suez , kurang dari 500 prajurit Israel berhadapan dengan 80.000 prajurit Mesir .""? Iya atau Tidak?",Tidak
16,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Seperti anak laki-laki lain yang berasal dari kelas atas di masa itu , masa kecilnya kebanyakan dihabiskan di asrama sekolah ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Seperti anak laki-laki lain yang berasal dari kelas atas pada masa itu , masa kecilnya kebanyakan dihabiskan di asrama sekolah .""? Iya atau Tidak?",Iya
17,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Setelah kemerdekaan , empat orang Minangkabau duduk sebagai perdana menteri ( Sutan Syahrir , Mohammad Hatta , Abdul Halim , Muhammad Natsir ) , seorang sebagai wakil presiden ( Mohammad Hatta ) , seorang sebagai presiden Republik Indonesia dibawah RIS ( Assaat ) , seorang menjadi pimpinan parlemen ( Chaerul Saleh ) , dan puluhan yang menjadi menteri , di antara yang cukup terkenal ialah Agus Salim dan Muhammad Yamin ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Empat orang duduk sebagai perdana menteri ( Sutan Syahrir , Mohammad Hatta , Abdul Halim , Muhammad Natsir ) , seorang sebagai wakil presiden ( Mohammad Hatta ) , seorang sebagai presiden Republik Indonesia dibawah RIS ( Assaat ) , seorang menjadi pimpinan parlemen ( Chaerul Saleh ) , dan puluhan yang menjadi menteri , di antara yang cukup terkenal ialah Agus Salim dan Muhammad Yamin .""? Iya atau Tidak?",Iya
18,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Hal ini bertujuan untuk efisiensi kerja , karena dengan banyaknya organ tubuh menjadikan pembagian kerja akan semakin efektif ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Hal ini bertujuan untuk efisiensi kerja , karena dengan banyaknya organ tubuh maka pembagian kerja akan semakin efektif .""? Iya atau Tidak?",Iya
19,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Secara tradisi , penggunaan berbagai dialek bahasa Bali ditentukan berdasarkan sistem catur warna dalam agama Hindu Dharma dan keanggotan klan ; meskipun pelaksanaan tradisi tersebut cenderung berkurang ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Secara tradisi , penggunaan berbagai dialek bahasa Bali ditentukan berdasarkan sistem catur warna dalam agama Hindu Dharma ; meskipun pelaksanaan tradisi tersebut cenderung berkurang .""? Iya atau Tidak?",Iya
20,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Oleh karena elektron termasuk fermion , tiada dua elektron yang dapat menduduki keadaan kuantum yang sama sesuai dengan asas pengecualian Pauli ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Oleh karena elektron termasuk fermion , dua elektron berbeda tidak dapat menduduki keadaan kuantum yang sama sesuai dengan asas pengecualian Pauli .""? Iya atau Tidak?",Iya
21,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Saat bangsa Assyria menaklukkan Kerajaan Israel di tahun 722 SM , Yerusalem dikuatkan oleh serombongan besar pengungsi dari kerajaan utara ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Saat bangsa Assyria menaklukkan Kerajaan Israel pada tahun 722 SM , Yerusalem dikuatkan oleh serombongan besar pengungsi dari kerajaan utara .""? Iya atau Tidak?",Iya
22,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Kedua kata ini ditulis dengan huruf kanji yang sama ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Jepang disebut Nippon atau Nihon dalam bahasa Jepang .""? Iya atau Tidak?",Tidak
23,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Pada masa kolonial , kebanyakan dari mereka yang terpelajar ini datang dari suatu tempat bernama Koto Gadang , suatu nagari yang dipisahkan dari kota Bukittinggi oleh lembah yang bernama Ngarai Sianok ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Raja Melewar merupakan raja pertama Negeri Sembilan yang diangkat pada tahun 1773 .""? Iya atau Tidak?",Tidak
24,wrete,wrete_nusantara_pairs,1cc22bb0-f2bd-43e7-93b5-9f3d734a138b,does this imply,train,"Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Republik Rakyat Cina dan daerah-daerah lain yang pernah dipengaruhi budayanya ..
Pertanyaan: Apakah ini menyiratkan bahwa ""Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Republik Rakyat Tiongkok dan daerah-daerah lain yang pernah dipengaruhi budayanya .""? Iya atau Tidak?",Iya
