,dataset_name,subset_name,prompt_id,template_name,dataset_key,input,output
0,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Nikmati angsuran 0% dugi ka 12 bulan kanggo mesen tiket pasawat air asia nganggo kartu kiridit BNI!,Nikmati cicilan 0% hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni!
1,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,"Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Kue anu disajikeun ngajantenkeun kuring nostalgia. Sadayana mangrupikeun khas tina zaman baheula, boh dina tampilan sareng rasa. Kuena ngeunah sareng hargina oge mirah.","Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah."
2,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Ibu kantos ngadamel di grab indonesia,Ibu pernah bekerja di grab indonesia
3,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,"Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Pang resepna tuang beubeurangan di dieu hayam sareng sambelna raos pisan pangaosna luar biasa hemat, rasa hayamna nyerep ka tulangna, es lidah buayana oge seger nyieun patuangan adem saatos tuang sambel nu lada, palayanna oge sigap sareng someah, nu ngajieun abdi resep di tempat kasir aya tulisan 10% disumbangkeun kanggo amal, ngajieun tuangeun leuwih raos ka patuangan.","Paling suka banget makan siang di sini ayam sama sambalnya enak banget harganya luar biasa hemat, rasa ayamnya meresap sampai ketulangnya, es lidah buayanya juga segar bikin adem perut setelah makan sambal yang pedas, pelayannya sigap dan ramah, yang aku suka di tempat kasir ada tulisan 10% disumbangkan untuk beramal, buat makan jadi lebih enak ke perut"
4,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Palayanan beus DAMRI sae pisan,Pelayanan bus DAMRI sangat baik
5,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Rek nyieun postingan nu eusina ngajarkeun palanggan gojek.,Mau bikin postingan yang isinya mengedukasi customers gojek.
6,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Ratusan bumi di medan karendem banjir,Ratusan rumah di medan terendam banjir
7,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,"Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Barangna lumayan, ngan nu ku abdi heran xiaomi redmi note 2 ieu tombol onna bener rada reksak? Teras baterai na bener enggal  low bat juragan?","Barangnya lumayan, cuma yang saya heran xiaomi redmi note 2 ini tombol onnya memang agak rusak? Terus baterai memang cepat low bat juragan?"
8,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Sesah pisan percanten ka jalmi nu tos kantos ngakhianat,Sulit sekali mempercayai orang yang sudah pernah berkhianat
9,nusax_mt,nusax_mt_sun_ind_nusantara_t2t,6a6aa730-dc29-45b4-b179-4d61a870b29b,nusax_mt / nusax_mt_sun_ind_nusantara_t2t_2,train,"Silakan terjemahkan kalimat berikut ke dalam Bahasa Indonesia: Lokasina di Gombel nu pintonan semarang, datangna kedah weungi sabab lampu kota bakal katingali, kadaharan ngeunah na steak jeung teh haneut menu wajib di dieu, nyandak spot di luar sabab hawana tiis tur sejuk","Lokasi di gombel dengan pemandangan semarang, datanglah malam karena lampu kota akan terlihat, makanan enak steak dan teh hangat menu wajib di sini, ambil spot di luar karena udara dingin dan sejuk"
