,dataset_name,subset_name,prompt_id,template_name,dataset_key,input,output
0,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
1,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
2,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
3,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
4,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
5,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
6,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
7,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
8,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
9,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
10,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
11,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
12,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
13,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
14,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
15,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
16,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
17,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
18,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
19,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
20,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
21,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
22,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
23,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
24,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
25,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
26,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
27,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
28,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
29,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
30,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
31,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
32,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
33,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
34,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
35,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
36,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
37,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
38,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
39,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
40,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
41,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
42,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
43,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
44,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
45,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
46,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
47,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
48,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
49,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
50,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
51,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
52,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
53,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
54,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
55,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
56,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
57,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",anger
58,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",sadness
59,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",fear
60,su_emot,su_emot_nusantara_text,98f07ca1-6098-4a3a-94ac-4f878d289ffc,su_emot_nusantara_text_1,train,"Tentukan emosi yang diekspresikan oleh kalimat berikut
Kalimat:",joy
