,dataset_name,subset_name,prompt_id,template_name,dataset_key,input,output
0,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Nikmati cecelan 0% sampek 12 bulen ghebey pamessenan karcis kapal air asia bik kartu kredit bni!,Terjemahan Bahasa Indonesia: Nikmati cicilan 0% hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni!
1,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,"Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Jejen-jejen se esadiye'eghi ghebey makerrong engkok. Kabbhienna khas jejen jeman lambek, baik deri tampilanna otabe rassana. Jejenna nyaman ben regghena kiya mude.","Terjemahan Bahasa Indonesia: Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah."
2,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Emak pernah alako e grab indonesia,Terjemahan Bahasa Indonesia: Ibu pernah bekerja di grab indonesia
3,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,"Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Paleng senneng ongghu ngakan aban e dinna' ajam bi' sambhel la nyaman ongghu ragghana ngoda, rassa ajamma masok dapa' ka tolang. Es lidah buayana kia ghabay seggher e tabu' samarena ngakan sambhel se peddes, palayanna sigap ban ramah, se engko' senneng e kennengngan majar bada tolesan 10% e sombangaghi ghabay amal, ghabay kakanan lebbi nyaman ka tabu'","Terjemahan Bahasa Indonesia: Paling suka banget makan siang di sini ayam sama sambalnya enak banget harganya luar biasa hemat, rasa ayamnya meresap sampai ketulangnya, es lidah buayanya juga segar bikin adem perut setelah makan sambal yang pedas, pelayannya sigap dan ramah, yang aku suka di tempat kasir ada tulisan 10% disumbangkan untuk beramal, buat makan jadi lebih enak ke perut"
4,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Pelayanan bis DAMRI bhegus sarah,Terjemahan Bahasa Indonesia: Pelayanan bus DAMRI sangat baik
5,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Terro aghabay postingan se essena maghi pangajharan ka palanggan gojek.,Terjemahan Bahasa Indonesia: Mau bikin postingan yang isinya mengedukasi customers gojek.
6,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Ratosan bangko e medan  tarendem banjir.,Terjemahan Bahasa Indonesia: Ratusan rumah di medan terendam banjir
7,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,"Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Barangnga pendhenan, pera' se engkok mengnga' xiaomi redmi note 2 riya tombol on na jhet bek rosak? Terros baterai jhek lekkas low bat jregan?","Terjemahan Bahasa Indonesia: Barangnya lumayan, cuma yang saya heran xiaomi redmi note 2 ini tombol onnya memang agak rusak? Terus baterai memang cepat low bat juragan?"
8,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Cek sulitte parcaje ka oreng se mare congoco.,Terjemahan Bahasa Indonesia: Sulit sekali mempercayai orang yang sudah pernah berkhianat
9,nusax_mt,nusax_mt_mad_ind_nusantara_t2t,14e89595-1a15-4701-a953-4cdccd12520c,nusax_mt_mad_ind_1,train,"Dapatkah Anda menerjemahkan teks berikut ke dalam Bahasa Indonesia? Kennengngan e gombel bik pangabesen semarang, detengla malem polana dhemar kotta bhekal etangale, kakanan nyaman steak ben teh anga' menu wejib e diye, ngala' kennengngan e luar polana anginna cellep ben seggher","Terjemahan Bahasa Indonesia: Lokasi di gombel dengan pemandangan semarang, datanglah malam karena lampu kota akan terlihat, makanan enak steak dan teh hangat menu wajib di sini, ambil spot di luar karena udara dingin dan sejuk"
